,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
5416,Yes,57,Yes,Artist,,Average,2.0,Cat_6,C,M_466907
5417,No,43,Yes,Marketing,1.0,Low,1.0,Cat_6,D,F_467249
5418,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_2,B,F_465533
5419,No,29,Yes,Artist,14.0,Low,2.0,Cat_6,B,F_462297
5420,No,29,No,Engineer,0.0,Low,5.0,Cat_3,A,M_460596
5421,,28,Yes,Doctor,,High,8.0,Cat_4,D,F_462633
5422,Yes,37,Yes,Artist,5.0,Low,2.0,Cat_6,D,F_467709
5423,Yes,75,Yes,Lawyer,2.0,High,4.0,Cat_6,B,F_467413
5424,No,19,No,Entertainment,0.0,Low,6.0,Cat_4,A,M_464672
5425,No,42,Yes,Artist,1.0,Low,1.0,Cat_3,B,F_465807
5426,No,22,No,Healthcare,1.0,Low,5.0,,D,M_462760
5427,Yes,28,Yes,Doctor,0.0,Average,2.0,Cat_2,A,F_466529
5428,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,B,M_464434
5429,Yes,51,Yes,Entertainment,0.0,Low,3.0,,D,M_462359
5430,No,40,No,Entertainment,1.0,Low,1.0,Cat_4,A,M_464802
5431,No,42,Yes,Artist,12.0,Low,1.0,Cat_3,A,M_467643
5432,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,C,F_461977
5433,Yes,46,Yes,,,Average,3.0,Cat_6,C,F_461738
5434,Yes,46,No,Entertainment,8.0,Low,2.0,Cat_6,D,M_464520
5435,Yes,29,Yes,Artist,1.0,Average,3.0,Cat_3,B,M_464484
5436,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,A,F_465391
5437,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_3,C,M_460611
5438,Yes,50,Yes,Engineer,2.0,Average,3.0,Cat_6,C,F_466159
5439,No,33,Yes,Doctor,0.0,Low,3.0,Cat_6,C,M_463623
5440,Yes,57,Yes,Doctor,,Low,1.0,Cat_6,A,M_459254
5441,Yes,35,Yes,Artist,7.0,Average,2.0,Cat_6,C,F_463594
5442,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,C,F_465118
5443,Yes,52,Yes,Entertainment,0.0,Average,6.0,Cat_4,C,M_460761
5444,No,20,No,Entertainment,5.0,Low,2.0,Cat_6,D,M_459132
5445,No,33,No,Marketing,1.0,Low,6.0,Cat_4,D,M_461265
5446,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_3,C,M_463446
5447,No,37,No,Artist,,Low,1.0,Cat_6,A,F_467902
5448,Yes,38,Yes,Doctor,1.0,Low,4.0,Cat_3,A,F_460591
5449,No,27,No,Healthcare,14.0,Low,1.0,Cat_6,D,F_464139
5450,Yes,43,Yes,Entertainment,8.0,Low,2.0,Cat_6,B,M_466433
5451,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,D,F_459023
5452,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D,F_466476
5453,Yes,86,No,Lawyer,2.0,Average,2.0,Cat_6,A,M_460090
5454,No,32,No,Healthcare,7.0,Low,5.0,Cat_3,D,M_461016
5455,Yes,52,No,Engineer,0.0,Low,6.0,Cat_4,A,F_464630
5456,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_6,C,M_462464
5457,No,29,No,Healthcare,9.0,Low,3.0,Cat_3,D,M_459026
5458,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A,M_464376
5459,No,22,No,Healthcare,,Low,5.0,Cat_2,D,M_465256
5460,,72,,Lawyer,0.0,High,,Cat_6,A,M_461783
5461,Yes,39,Yes,Artist,0.0,Average,4.0,Cat_6,C,F_467478
5462,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,A,M_463094
5463,No,23,No,Healthcare,3.0,Low,5.0,Cat_6,D,F_463257
5464,Yes,79,Yes,Lawyer,14.0,High,3.0,Cat_6,C,F_465060
5465,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,B,F_461696
5466,No,27,No,Artist,0.0,Low,6.0,Cat_6,D,F_466130
5467,Yes,47,No,Executive,1.0,High,2.0,Cat_3,B,M_460498
5468,Yes,58,Yes,Executive,3.0,Average,4.0,Cat_3,B,M_459248
5469,Yes,26,No,Entertainment,,High,6.0,Cat_4,D,M_464924
5470,Yes,40,No,Engineer,6.0,Average,5.0,Cat_4,D,M_462620
5471,Yes,35,Yes,Executive,1.0,Average,2.0,Cat_6,A,M_462657
5472,Yes,31,Yes,Healthcare,0.0,Low,2.0,Cat_6,C,M_467822
5473,Yes,43,Yes,Artist,1.0,High,4.0,Cat_3,C,F_460876
5474,No,21,No,Doctor,4.0,Low,3.0,Cat_2,D,M_461395
5475,No,29,Yes,Artist,1.0,Low,3.0,Cat_6,C,F_460731
5476,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D,F_463582
5477,No,28,Yes,Artist,0.0,Low,3.0,Cat_4,B,M_461423
5478,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,F_460879
5479,Yes,47,Yes,Doctor,8.0,Average,2.0,Cat_6,C,F_467376
5480,Yes,52,Yes,Marketing,1.0,High,4.0,Cat_6,C,M_463701
5481,No,42,No,Marketing,5.0,Low,2.0,Cat_6,D,F_466667
5482,Yes,57,Yes,Artist,2.0,High,3.0,Cat_6,C,F_464345
5483,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,C,M_467889
5484,No,33,Yes,Artist,0.0,Low,3.0,Cat_4,C,M_461709
5485,Yes,41,Yes,Artist,11.0,Average,4.0,Cat_6,C,F_463515
5486,No,39,Yes,Doctor,9.0,Low,3.0,Cat_6,A,F_460080
5487,No,40,Yes,Doctor,4.0,Low,2.0,Cat_6,C,M_460375
5488,Yes,52,Yes,Artist,1.0,Low,3.0,Cat_2,C,F_466364
5489,Yes,48,Yes,Artist,,Average,2.0,Cat_3,B,F_465551
5490,No,33,Yes,Doctor,,Low,3.0,Cat_6,D,F_463096
5491,No,43,Yes,Artist,0.0,Low,1.0,Cat_3,A,M_460896
5492,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_460702
5493,Yes,36,Yes,Entertainment,6.0,Low,2.0,Cat_6,B,F_466001
5494,Yes,38,Yes,Entertainment,8.0,Low,2.0,Cat_3,B,M_465738
5495,No,30,Yes,Artist,0.0,Low,5.0,Cat_2,A,F_460804
5496,No,39,Yes,Marketing,1.0,Low,4.0,Cat_3,D,M_464426
5497,No,46,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,F_465880
5498,Yes,43,No,Executive,3.0,High,4.0,Cat_6,B,M_461342
5499,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,B,M_459078
5500,Yes,41,Yes,Entertainment,9.0,Low,1.0,Cat_7,D,F_460396
5501,Yes,39,Yes,Engineer,1.0,Low,1.0,Cat_3,A,F_461098
5502,No,51,Yes,Artist,0.0,Low,2.0,Cat_6,C,F_463076
5503,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_460976
5504,Yes,30,Yes,Doctor,,Average,2.0,Cat_3,B,F_465536
5505,No,26,Yes,Marketing,10.0,Low,1.0,Cat_6,D,M_460399
5506,No,31,No,Marketing,4.0,Low,1.0,Cat_3,D,M_460449
5507,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_4,B,F_463807
5508,No,21,No,Doctor,,Low,,Cat_6,D,F_459323
5509,Yes,83,No,Lawyer,,High,2.0,Cat_6,B,M_459727
5510,Yes,70,Yes,Engineer,0.0,High,2.0,Cat_6,B,F_463263
5511,Yes,60,No,Artist,,Average,3.0,Cat_6,C,F_466998
5512,No,33,Yes,Healthcare,1.0,Low,,Cat_6,A,M_466729
5513,No,71,No,Engineer,1.0,Low,1.0,Cat_4,A,F_462608
5514,Yes,29,Yes,Engineer,5.0,Low,2.0,Cat_4,A,M_465495
5515,No,41,No,Marketing,1.0,Low,1.0,Cat_6,D,F_461244
5516,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C,M_459173
5517,No,29,No,Entertainment,1.0,Low,4.0,Cat_4,C,M_465795
5518,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_6,A,M_467345
5519,No,23,No,Healthcare,0.0,Low,,Cat_6,D,F_467290
5520,No,18,No,Healthcare,7.0,Low,3.0,Cat_4,D,F_462220
5521,Yes,49,Yes,Engineer,6.0,Low,3.0,Cat_3,D,F_465737
5522,No,19,No,Healthcare,9.0,Low,5.0,Cat_6,D,M_459423
5523,Yes,81,Yes,Executive,1.0,High,3.0,Cat_6,C,M_464445
5524,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,B,F_461378
5525,Yes,59,No,Doctor,0.0,Average,2.0,Cat_6,B,M_462286
5526,No,32,No,Healthcare,1.0,Low,5.0,Cat_4,B,F_463678
5527,Yes,35,Yes,Artist,,Average,4.0,Cat_3,D,M_465601
5528,Yes,56,No,,,Average,3.0,Cat_4,D,F_462647
5529,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_2,C,F_465714
5530,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,D,F_466312
5531,Yes,77,No,Lawyer,0.0,High,3.0,Cat_6,A,F_459697
5532,No,36,Yes,Artist,2.0,Low,1.0,Cat_6,C,M_460057
5533,No,22,No,Healthcare,0.0,Low,5.0,Cat_4,D,F_464960
5534,Yes,26,No,Executive,5.0,High,4.0,Cat_6,D,M_459064
5535,Yes,82,Yes,Lawyer,7.0,Low,1.0,Cat_6,A,M_461277
5536,No,18,No,Healthcare,2.0,Low,4.0,Cat_6,D,M_463403
5537,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_463863
5538,Yes,36,No,Doctor,0.0,Average,2.0,Cat_7,A,M_467064
5539,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,A,M_467856
5540,Yes,61,No,Artist,0.0,Average,2.0,Cat_6,C,M_462251
5541,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,A,F_465372
5542,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,B,F_463970
5543,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,B,F_463547
5544,Yes,56,Yes,Artist,,Low,2.0,Cat_6,C,F_465331
5545,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_7,B,M_460785
5546,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,C,F_461788
5547,No,45,Yes,Artist,0.0,Low,2.0,Cat_6,A,M_461617
5548,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D,F_460661
5549,No,20,No,Healthcare,1.0,Low,4.0,,D,M_463363
5550,No,25,Yes,Artist,,Low,5.0,Cat_4,B,F_462520
5551,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_461568
5552,,51,No,Engineer,9.0,Average,4.0,Cat_4,B,F_464769
5553,No,20,No,Healthcare,3.0,Low,3.0,Cat_1,D,F_466615
5554,Yes,62,,Artist,1.0,Average,3.0,Cat_3,C,F_465688
5555,Yes,75,No,Lawyer,0.0,Low,1.0,Cat_6,D,M_462109
5556,No,47,Yes,Entertainment,2.0,Low,,Cat_1,A,M_459565
5557,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D,F_462766
5558,Yes,62,,Entertainment,2.0,Average,4.0,Cat_3,C,M_466682
5559,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,A,F_459690
5560,Yes,69,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,M_459347
5561,Yes,38,No,Entertainment,1.0,Low,3.0,Cat_4,A,M_465766
5562,No,29,No,Engineer,1.0,Low,4.0,Cat_6,C,F_467575
5563,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,D,M_459774
5564,Yes,51,No,Engineer,,Average,3.0,Cat_4,B,F_464860
5565,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D,M_464932
5566,No,37,Yes,Artist,1.0,Low,1.0,Cat_3,A,F_461814
5567,Yes,28,No,Executive,1.0,High,5.0,Cat_6,A,M_463428
5568,Yes,48,Yes,Artist,,Average,3.0,Cat_4,A,F_459671
5569,Yes,74,Yes,Artist,0.0,Average,2.0,Cat_6,B,F_464451
5570,Yes,51,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,M_464043
5571,Yes,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,F_461784
5572,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,C,F_463389
5573,No,19,No,Healthcare,1.0,Low,7.0,Cat_4,D,M_462233
5574,No,28,Yes,Healthcare,5.0,Low,,Cat_6,D,F_463826
5575,No,32,Yes,Artist,6.0,Low,1.0,Cat_3,B,F_465121
5576,Yes,45,Yes,Executive,1.0,High,3.0,Cat_3,B,F_466168
5577,Yes,56,Yes,Healthcare,,High,3.0,Cat_6,B,M_459841
5578,No,33,Yes,Artist,1.0,Low,2.0,Cat_6,C,F_467342
5579,No,29,Yes,Artist,,Low,3.0,Cat_6,D,M_459495
5580,Yes,53,Yes,Executive,1.0,High,4.0,Cat_4,B,M_464962
5581,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D,F_460874
5582,No,45,Yes,Entertainment,1.0,Low,1.0,Cat_7,A,M_463247
5583,Yes,86,Yes,Artist,0.0,Low,,Cat_6,A,M_460771
5584,No,26,Yes,Doctor,9.0,Low,4.0,Cat_6,D,F_465774
5585,Yes,46,Yes,Doctor,7.0,Average,2.0,Cat_6,C,M_463551
5586,Yes,35,Yes,Healthcare,6.0,Average,2.0,Cat_6,A,M_464502
5587,No,32,Yes,Marketing,8.0,Low,6.0,Cat_1,A,F_461407
5588,Yes,36,Yes,Artist,,Average,2.0,Cat_6,C,M_465218
5589,Yes,25,Yes,Artist,8.0,Average,2.0,Cat_4,C,F_466081
5590,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,C,F_467336
5591,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D,F_462440
5592,No,26,Yes,Engineer,9.0,Low,8.0,Cat_6,A,F_459389
5593,Yes,46,Yes,Artist,1.0,High,3.0,Cat_6,C,F_466446
5594,Yes,70,No,Engineer,0.0,Average,2.0,Cat_6,B,M_464385
5595,Yes,40,Yes,Engineer,1.0,Average,4.0,Cat_5,B,F_467872
5596,No,33,Yes,Entertainment,6.0,Low,1.0,Cat_6,A,M_459857
5597,Yes,48,Yes,Homemaker,10.0,Low,3.0,Cat_6,C,M_466701
5598,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,D,M_461169
5599,Yes,45,Yes,Artist,,Average,2.0,Cat_6,A,F_459519
5600,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_460795
5601,Yes,52,Yes,Marketing,1.0,Low,3.0,Cat_3,D,M_464511
5602,Yes,26,No,Entertainment,1.0,Average,2.0,Cat_4,A,F_466399
5603,Yes,45,Yes,Homemaker,8.0,Low,,Cat_3,A,F_465603
5604,Yes,40,No,Engineer,1.0,Low,2.0,Cat_6,A,F_466079
5605,No,42,Yes,Marketing,1.0,Low,,Cat_6,D,M_459769
5606,No,19,No,Healthcare,0.0,Low,,Cat_6,D,M_462450
5607,No,38,Yes,Artist,,Low,1.0,Cat_3,B,F_460587
5608,Yes,73,Yes,Artist,2.0,High,2.0,Cat_6,C,F_461490
5609,No,29,Yes,Doctor,9.0,Low,5.0,Cat_3,B,F_460895
5610,Yes,35,Yes,Homemaker,9.0,Average,4.0,Cat_6,A,M_465104
5611,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,C,F_467503
5612,No,39,No,Healthcare,4.0,Low,3.0,Cat_6,D,F_460316
5613,No,28,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,M_467198
5614,No,37,Yes,Artist,1.0,Low,2.0,Cat_6,C,F_460348
5615,Yes,36,Yes,Homemaker,8.0,Average,2.0,Cat_7,B,F_467460
5616,Yes,41,No,Executive,0.0,Low,3.0,Cat_1,D,M_466838
5617,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,A,F_463561
5618,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_2,C,M_466170
5619,No,23,No,Healthcare,0.0,Low,3.0,Cat_4,D,F_463578
5620,No,25,No,Healthcare,3.0,Low,5.0,Cat_2,D,M_461352
5621,Yes,50,No,Artist,0.0,Average,5.0,Cat_4,B,F_465814
5622,Yes,67,No,Lawyer,,High,2.0,Cat_6,D,F_467690
5623,No,30,Yes,Healthcare,2.0,Low,3.0,Cat_6,B,F_463809
5624,Yes,66,No,Entertainment,0.0,Average,2.0,Cat_6,B,M_460701
5625,Yes,29,Yes,Entertainment,0.0,Low,2.0,Cat_6,B,M_461592
5626,Yes,43,No,Artist,4.0,Low,1.0,Cat_6,B,F_467692
5627,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_459033
5628,Yes,42,Yes,Engineer,1.0,High,3.0,Cat_3,A,F_466424
5629,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,A,F_459937
5630,No,40,Yes,Engineer,0.0,Low,1.0,Cat_6,A,F_466404
5631,No,26,Yes,Healthcare,,Low,1.0,Cat_6,D,M_463504
5632,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,F_459944
5633,No,46,Yes,Engineer,1.0,Low,2.0,Cat_7,D,F_464073
5634,Yes,40,Yes,Artist,1.0,High,3.0,Cat_6,B,F_462169
5635,Yes,78,No,Lawyer,0.0,High,2.0,Cat_6,A,F_463032
5636,Yes,45,Yes,Homemaker,8.0,High,4.0,Cat_6,B,F_467374
5637,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_459269
5638,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,A,F_466769
5639,Yes,57,Yes,Engineer,1.0,Low,4.0,Cat_3,C,F_465792
5640,No,32,Yes,Healthcare,0.0,Low,4.0,Cat_6,B,M_462280
5641,Yes,27,No,Entertainment,6.0,Low,4.0,Cat_6,A,M_464616
5642,No,27,No,Entertainment,6.0,Low,4.0,Cat_6,D,M_465202
5643,No,25,Yes,Healthcare,9.0,Low,4.0,Cat_4,C,M_464384
5644,Yes,57,No,Executive,1.0,Low,2.0,Cat_6,C,M_466655
5645,No,18,No,Healthcare,11.0,Low,1.0,Cat_4,D,M_466600
5646,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,C,F_467815
5647,Yes,59,No,Engineer,1.0,Low,2.0,Cat_4,A,M_464966
5648,Yes,36,Yes,Entertainment,7.0,Average,2.0,Cat_6,B,F_467803
5649,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D,M_466810
5650,Yes,40,Yes,Artist,9.0,Low,2.0,Cat_6,C,F_459896
5651,No,20,No,Engineer,8.0,Low,5.0,Cat_4,D,F_464862
5652,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_461751
5653,No,42,Yes,Homemaker,,Low,1.0,Cat_6,A,F_466965
5654,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,B,M_465157
5655,Yes,30,Yes,Entertainment,,Average,3.0,Cat_4,D,M_462544
5656,Yes,25,No,Engineer,7.0,Average,2.0,Cat_4,D,F_464652
5657,Yes,48,No,Executive,1.0,Average,4.0,Cat_6,A,M_466401
5658,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_6,B,F_461902
5659,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C,M_463164
5660,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,D,F_461660
5661,Yes,33,No,Homemaker,8.0,Average,4.0,Cat_4,D,F_466054
5662,Yes,45,No,Executive,11.0,High,9.0,Cat_4,A,M_464725
5663,Yes,49,No,Artist,1.0,Low,1.0,Cat_6,C,M_463507
5664,Yes,37,Yes,Doctor,8.0,Average,2.0,Cat_6,A,M_465888
5665,Yes,40,No,Engineer,0.0,Low,5.0,Cat_6,C,F_466103
5666,No,29,No,Artist,0.0,Low,3.0,Cat_4,A,F_461261
5667,Yes,72,No,Executive,2.0,High,7.0,Cat_4,A,M_462203
5668,Yes,49,Yes,Homemaker,2.0,Average,4.0,Cat_6,B,F_463303
5669,No,26,No,Healthcare,0.0,Low,,Cat_6,D,M_465943
5670,Yes,55,Yes,Entertainment,0.0,Average,4.0,Cat_6,C,M_462997
5671,No,28,Yes,Entertainment,14.0,Low,2.0,Cat_6,D,M_460338
5672,No,52,Yes,Entertainment,1.0,Low,1.0,Cat_3,A,M_460000
5673,Yes,59,No,Homemaker,,High,2.0,Cat_6,B,F_462531
5674,No,19,No,Healthcare,,Low,,Cat_6,D,M_459417
5675,Yes,52,Yes,Artist,,Average,3.0,Cat_6,C,M_466479
5676,No,41,No,Artist,0.0,Low,1.0,Cat_6,A,F_460122
5677,,22,No,Healthcare,8.0,High,6.0,Cat_4,D,M_466087
5678,Yes,56,Yes,Engineer,0.0,High,2.0,Cat_6,B,F_459350
5679,Yes,51,Yes,Marketing,9.0,Average,1.0,Cat_3,A,F_460676
5680,Yes,57,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,M_463179
5681,Yes,60,Yes,Entertainment,0.0,Low,4.0,Cat_6,A,M_461137
5682,No,27,No,Entertainment,14.0,Low,3.0,Cat_6,D,M_467555
5683,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_2,B,M_464211
5684,No,40,Yes,Artist,2.0,Low,1.0,Cat_6,B,F_461413
5685,Yes,69,Yes,Artist,9.0,High,2.0,Cat_6,C,F_467660
5686,No,41,Yes,Marketing,1.0,Low,1.0,Cat_6,D,F_461193
5687,Yes,70,No,Entertainment,1.0,Low,1.0,Cat_6,A,M_460772
5688,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_4,A,M_465702
5689,No,20,No,Marketing,,Low,4.0,Cat_6,C,F_459001
5690,No,73,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,F_467006
5691,No,19,No,Engineer,7.0,Low,5.0,Cat_2,D,M_466927
5692,Yes,70,No,Artist,1.0,Average,2.0,Cat_6,C,M_464107
5693,Yes,33,Yes,Doctor,9.0,Average,2.0,Cat_4,D,M_460605
5694,Yes,49,Yes,Artist,1.0,Average,5.0,Cat_6,C,F_459847
5695,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6,A,F_460906
5696,No,25,No,Doctor,6.0,Low,1.0,Cat_6,D,M_459720
5697,Yes,35,Yes,Engineer,5.0,Low,2.0,Cat_6,B,F_463294
5698,,39,Yes,Doctor,5.0,Low,,Cat_2,B,F_463751
5699,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_3,C,M_465209
5700,No,48,Yes,Artist,1.0,Low,1.0,Cat_7,D,F_461222
5701,Yes,45,Yes,Engineer,5.0,Average,5.0,Cat_6,B,M_464813
5702,No,20,No,Healthcare,,Low,,Cat_6,D,M_462855
5703,Yes,46,Yes,Artist,2.0,Low,2.0,Cat_6,C,F_463777
5704,Yes,84,,Lawyer,1.0,Low,1.0,Cat_6,A,M_463210
5705,No,26,No,Engineer,1.0,Low,2.0,Cat_6,A,F_461672
5706,No,31,Yes,Artist,,Low,1.0,Cat_6,A,F_467711
5707,Yes,51,Yes,Entertainment,0.0,High,5.0,Cat_3,A,M_459662
5708,Yes,52,No,Executive,9.0,Average,4.0,Cat_6,A,M_466515
5709,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D,M_464946
5710,No,42,Yes,Artist,4.0,Low,2.0,Cat_2,A,M_460880
5711,No,47,Yes,Homemaker,9.0,Low,3.0,Cat_4,A,F_459537
5712,Yes,41,Yes,Artist,0.0,Low,3.0,Cat_6,A,F_463635
5713,Yes,52,Yes,Artist,2.0,Average,4.0,Cat_6,A,M_467650
5714,No,30,Yes,Doctor,0.0,Low,5.0,Cat_6,D,F_467891
5715,Yes,47,No,Artist,0.0,Low,2.0,Cat_6,A,M_459052
5716,Yes,61,No,Engineer,0.0,Low,4.0,Cat_6,D,M_466439
5717,No,33,No,Healthcare,,Low,2.0,Cat_6,A,M_464571
5718,Yes,31,No,Executive,9.0,Average,2.0,Cat_6,A,M_460758
5719,Yes,31,No,Entertainment,0.0,Average,,Cat_4,D,F_462001
5720,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_460172
5721,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C,F_466657
5722,Yes,31,Yes,Entertainment,0.0,Average,2.0,Cat_6,A,M_461381
5723,No,30,No,Doctor,0.0,Low,5.0,Cat_6,D,M_464275
5724,No,32,Yes,Marketing,0.0,Low,3.0,Cat_2,B,F_463571
5725,Yes,41,Yes,Artist,7.0,High,2.0,Cat_3,C,M_460017
5726,Yes,37,No,Engineer,3.0,High,2.0,Cat_6,D,F_462171
5727,No,51,No,Entertainment,1.0,Low,1.0,Cat_6,A,F_460436
5728,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,B,M_459527
5729,Yes,65,No,Executive,,High,2.0,Cat_6,A,M_459278
5730,No,38,Yes,Healthcare,8.0,Low,1.0,Cat_6,A,M_466851
5731,,38,Yes,Executive,0.0,High,1.0,Cat_3,D,F_460483
5732,No,21,No,Healthcare,7.0,Low,5.0,Cat_2,D,F_466133
5733,No,21,No,Healthcare,0.0,Low,5.0,Cat_6,D,M_459678
5734,Yes,75,Yes,Lawyer,3.0,High,2.0,Cat_6,A,F_464012
5735,Yes,68,No,Executive,0.0,High,2.0,Cat_4,D,M_464897
5736,No,22,No,Doctor,1.0,Low,5.0,Cat_6,C,F_463593
5737,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D,F_464559
5738,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_6,C,M_463572
5739,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,B,M_466496
5740,Yes,68,Yes,Artist,2.0,Low,1.0,Cat_6,B,M_461132
5741,No,27,No,Doctor,7.0,Low,3.0,Cat_6,C,M_459165
5742,No,33,No,Entertainment,1.0,Low,1.0,Cat_3,A,F_461073
5743,Yes,69,Yes,Entertainment,1.0,High,2.0,Cat_6,B,F_467868
5744,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D,M_459825
5745,Yes,47,No,Entertainment,1.0,Low,2.0,Cat_6,A,M_463300
5746,Yes,53,Yes,Artist,8.0,Low,1.0,Cat_6,A,M_467532
5747,Yes,63,,,,Average,2.0,Cat_4,D,M_462646
5748,Yes,32,No,,8.0,Low,1.0,Cat_6,D,F_465999
5749,Yes,41,Yes,Entertainment,5.0,High,,Cat_3,D,F_461166
5750,Yes,38,Yes,Entertainment,0.0,Low,2.0,Cat_4,A,M_460143
5751,No,25,No,Doctor,0.0,Low,3.0,Cat_6,B,F_463436
5752,Yes,57,Yes,Artist,0.0,Average,2.0,Cat_6,B,M_465090
5753,No,37,Yes,Doctor,,Low,1.0,Cat_2,B,M_466368
5754,Yes,33,Yes,Entertainment,0.0,Low,5.0,Cat_6,B,F_466809
5755,Yes,48,Yes,Entertainment,,Average,4.0,Cat_6,A,F_462676
5756,No,22,No,Healthcare,0.0,Low,6.0,Cat_6,D,F_466924
5757,Yes,68,No,Executive,1.0,High,2.0,Cat_6,A,M_466719
5758,No,35,Yes,Artist,13.0,Low,1.0,Cat_6,B,M_460141
5759,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_467936
5760,Yes,52,Yes,Artist,1.0,Low,4.0,Cat_6,C,M_465799
5761,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_3,A,M_461745
5762,No,40,Yes,Artist,0.0,Low,4.0,Cat_3,A,F_465548
5763,Yes,46,Yes,Entertainment,,Average,4.0,Cat_6,C,M_459359
5764,Yes,62,Yes,Homemaker,1.0,Low,1.0,Cat_2,B,F_461810
5765,Yes,43,Yes,Entertainment,8.0,Low,1.0,Cat_6,B,F_460024
5766,Yes,46,Yes,Entertainment,,Low,,Cat_6,B,M_462952
